week,future_return,volume,inventory,amount,BASIS,index_turnover_rate,short_balance_ratio,pli,t_spread,RSI,index_trading_volume,CCt+1
216,-0.011918114,14.92917466,13.69253808,9.878125128,-10.4472,0.206,0.01753768,0.6,0.8263,56.66765911,7.579821816,0
217,0.013807458,14.91124304,13.67239625,9.872479741,-10.3662,0.268,0.013767522,0.6,0.88918,90.81514132,7.853616464,0
218,-0.006870582,14.80167319,13.67418199,9.758967433,-12.5456,0.268,0.013937659,0.4,0.94102,25.93661542,7.844417104,0
219,0.006185644,14.90937861,13.60375689,9.869871822,-7.7228,0.326,0.014896789,0.6,0.88818,55.8952467,7.958618861,0
220,0.022811475,15.05640856,13.623152,10.03802107,-0.979,0.414,0.016696412,1,0.72994,100,8.204330054,0
221,0.05840858,15.29627429,13.71603823,10.33822437,11.414,0.64,0.015506684,0.6,0.64182,68.63576425,8.630659367,0
222,0.006416115,15.34841639,13.75859835,10.39800756,4.523,0.518,0.016940129,0.4,0.51482,60.84484027,8.439772044,0
223,0.001559507,15.29249764,13.69087661,10.34245384,5.9836,0.458,0.015312606,0.6,0.52782,56.44525171,8.357662733,0
224,0.002892204,15.08669565,13.62401828,10.13931868,1.3844,0.488,0.013698298,0.6,0.45684,45.06325952,8.438368575,0
225,-0.011738959,14.99373469,13.63809415,10.03600506,11.937,0.37,0.015348427,0.4,0.4481,44.28147102,8.175609514,0
226,0.030511155,15.20598766,13.70758565,10.275643,8.0604,0.536,0.011771374,1,0.45466,100,8.585899889,0
227,0.010621801,15.03232002,13.54014433,10.11649713,4.18275,0.5575,0.011838198,0.25,0.501875,63.40598721,8.364268094,0
228,-0.009114617,15.3513861,13.73876665,10.42625173,4.689,0.616,0.011811823,0.6,0.43134,32.8829662,8.590672252,0
229,0.006779016,15.36055884,13.75313609,10.4419013,14.4776,0.534,0.011662447,0.6,0.25305,45.13985639,8.50143366,0
230,0.008527824,14.03141839,12.83705715,9.120688056,4.8065,0.56,0.010683617,1,0.20095,100,7.665617528,0
231,0.008897361,14.60936243,13.21430243,9.70582289,0.424333333,0.636666667,0.010454844,0.666666667,0.2371,50.51795298,8.18640318,0
232,-0.011165435,15.40603024,13.65145869,10.49281081,-1.6618,0.644,0.011486858,0.2,0.23002,62.04072856,8.656963829,0
233,-0.009783722,15.13665635,13.69526086,10.21710123,6.123,0.426,0.013995513,0.2,0.26878,44.785673,8.307370522,0
234,0.01092656,15.34376553,13.73650956,10.42845866,8.6162,0.716,0.010841924,0.8,0.35454,61.45363872,8.718974179,0
235,0.023686824,15.30537566,13.78283653,10.41843826,2.7224,0.91,0.011988899,0.6,0.37908,26.7378147,8.920707064,0
236,0.023341113,15.6309999,13.80744915,10.76229408,-6.4206,1.046,0.013222558,0.6,0.32952,75.57057564,9.158727026,0
237,-0.00296218,15.48385963,13.82891432,10.61487069,8.6212,0.638,0.01554663,0.2,0.42152,80.82364941,8.743373726,0
238,0.069054283,15.64623157,13.8826775,10.83793249,20.8108,1.296,0.009506749,1,0.39374,100,9.474709548,0
239,0.096798039,16.12390484,13.90857367,11.42037434,35.9326,2.004,0.008548467,1,0.51906,100,9.967923725,0
240,0.064240035,16.2385848,13.96321048,11.61084243,33.1642,2.066,0.007999248,0.6,0.50142,47.74271758,10.09657841,0
241,0.055350572,16.02466085,13.99377389,11.43329172,86.1356,1.74,0.008964051,0.8,0.37232,77.71169221,9.96733521,0
242,-0.012138393,16.07101945,13.87421899,11.47931273,20.8704,1.806,0.010155876,0.6,0.2913,47.95141591,9.914769669,0
243,0.043505585,15.52091789,13.34334459,10.97060109,34.562,1.703333333,0.011098566,1,0.377975,100,9.475258296,0
244,0.027894388,15.96253353,13.95389155,11.44697667,9.8056,1.702,0.011181182,0.4,0.3966,62.96538148,10.0002308,0
245,-0.008843618,15.83696712,13.92004894,11.30324377,30.5788,1.084,0.013353503,0.6,0.33102,66.48280613,9.6059935,0
246,-0.028719748,15.90612853,13.89752363,11.34978717,-4.9614,1.398,0.008928263,0.8,0.27136,16.20429153,9.841735545,0
247,0.01329071,15.80048083,13.89400098,11.25634263,4.6746,1.066,0.01105657,0.2,0.32056,45.51437978,9.571645978,0
248,-0.040685537,15.82207329,13.95033686,11.24254643,14.3322,0.942,0.010816183,0.2,0.31402,61.91010299,9.427811063,0
249,0.013960012,15.72500595,14.01046037,11.1504322,16.542,0.764,0.01100946,1,0.288766667,100,9.252876736,0
250,0.0328942,14.37769846,13.07869149,9.831894876,40.4975,0.76,0.009213686,1,0.27015,100,8.383106216,0
251,0.00313001,14.95688791,13.47449381,10.41650457,23.24433333,0.943333333,0.009419647,0.666666667,0.3251,51.91064534,8.940380333,0
252,-0.007713342,15.63001847,14.0090193,11.08659493,12.1898,1.016,0.007620277,0.4,0.38848,34.58548699,9.568597164,0
253,0.009762217,15.69678755,14.03419699,11.15923136,11.137,1.03,0.007186216,0.8,0.3386,69.50789923,9.531292797,0
254,0.065926975,15.7904211,14.04391863,11.31742043,4.8878,1.688,0.00568666,0.8,0.38574,91.7571787,10.04570257,0
255,0.039269935,15.84243398,14.00493516,11.4102438,4.397,1.714,0.006087709,0.8,0.35454,46.12473328,10.11627001,0
256,0.038688722,15.95527597,13.97078803,11.56098117,10.5618,1.684,0.006854192,0.8,0.42306,61.4564086,10.14820236,0
257,0.035827835,15.71308154,13.69216596,11.34986274,-17.95025,1.885,0.006639643,0.75,0.554625,67.26659277,10.078586,0
258,0.04672787,15.9989518,13.87438589,11.68641034,7.1496,2.094,0.006228117,0.8,0.54164,57.28667315,10.34049816,0
259,0.041520069,15.92528572,13.82061451,11.65494052,1.954,2.406,0.005583142,0.6,0.44622,56.48365254,10.56310018,0
260,0.021014705,15.59091925,13.55730444,11.34410366,-2.46625,2.1575,0.00619275,0.5,0.496525,60.37954716,10.25430181,0
261,-0.035344937,15.85705265,13.88222296,11.57708792,7.1604,1.632,0.006100379,0.4,0.65488,37.33525084,10.20017446,0
262,0.011282849,15.83512845,13.74174022,11.56137367,-42.2874,1.602,0.005574439,0.4,0.88798,68.57112798,10.24023761,0
263,0.031197784,15.85654879,13.88018157,11.61112465,29.3616,1.528,0.004930661,0.8,1.11878,68.96144011,10.2301789,0
264,0.062989431,15.97361239,13.94703431,11.80023822,81.2234,2.17,0.004230719,0.6,1.39226,31.73036208,10.557484,0
265,0.023805954,16.0754232,13.88464009,11.90972103,76.5986,2.024,0.003905415,0.8,1.6238,84.80222313,10.47974945,0
266,0.012271304,15.94966647,13.57625668,11.80514938,-24.4458,2.192,0.004677657,0.4,1.73516,82.83475343,10.56803899,1
267,-0.06143439,16.08456182,13.64206985,11.89490036,-14.324,1.742,0.004256595,0.2,1.83128,27.71616861,10.33620654,1
268,-0.080828337,15.97884404,13.4006449,11.71164607,-80.082,1.83,0.003927862,0.5,1.775725,30.88595371,10.08812434,1
269,-0.113649892,16.42242427,13.50250384,12.04149625,-79.0162,2.046,0.002910894,0.2,1.7492,60.60737875,10.36568454,1
270,-0.067492064,15.64147176,13.40438697,11.1995478,-83.272,2.512,0.002486874,0.6,1.50768,52.49623249,10.43689635,1
271,0.036725889,16.14983964,13.02206337,11.72037222,-108.9544,1.756,0.002346298,0.6,1.18776,44.10053644,10.17217257,1
272,0.008279362,16.11006368,13.0004556,11.69018548,-170.1324,1.49,0.002503788,0.6,1.13194,46.37605965,10.07613623,1
273,-0.082568302,16.18917489,13.08612047,11.69502191,-144.3828,1.302,0.002810843,0.4,1.20838,27.36098031,9.907757922,1
274,0.020863222,15.97040842,13.09753776,11.48783973,-104.6574,0.852,0.004026016,0.6,1.23204,54.21183795,9.482776818,1
275,0.05994882,16.09529252,13.17708828,11.67178672,-58.2326,1.18,0.002740855,0.4,1.30358,83.50284213,9.808332011,1
276,-0.07182191,16.25710548,13.16612568,11.76665649,-100.642,1.092,0.003192528,0.4,1.26406,15.09083824,9.705495655,1
277,-0.222282741,16.0017999,13.06443973,11.29200669,-193.8954,1.2,0.00392343,0.4,1.20152,45.71820532,9.591516203,1
278,0.009054705,14.39922729,12.23932365,9.699659377,-353.1503333,1.39,0.004212146,0.666666667,1.06385,75.8677686,9.21730109,1
279,0.083543278,11.87969132,12.42730637,7.240169292,-63.6324,0.71,0.005283994,0.4,1.06316,57.13678736,9.156135475,1
280,-0.033277407,11.80159455,12.26817852,7.139517582,-79.2568,0.666,0.005240213,0.4,1.0552,49.02029992,9.050700822,1
281,0.006069477,11.36295105,12.16707711,6.706434372,-99.251,0.52,0.005011759,0.6,1.00894,36.1776837,8.872241814,1
282,-0.021615833,10.6732948,11.67474665,5.994534829,-90.118,0.336666667,0.007024563,0.666666667,0.9704,21.44863576,7.939447546,1
283,0.045249969,10.43611381,11.30641777,5.804200798,-55.89895,0.545,0.004874281,1,0.898933333,100,8.035447291,1
284,0.04970056,11.57385122,12.21292909,6.987083886,-35.30568,0.756,0.003491823,0.6,0.7924,79.06281187,9.275544609,0
285,-0.004126754,11.40792044,12.21851492,6.817764924,-121.66284,0.88,0.002988797,0.8,0.70274,25.31636043,9.456378237,0
286,0.009815429,11.34397413,12.29616469,6.766007366,-106.68914,0.7,0.003297304,0.8,0.66298,10.17634432,9.275383453,0
287,0.029782336,11.49516874,12.31349553,6.941731495,-61.42726,0.952,0.003233837,0.6,0.70892,76.1168478,9.582979212,0
288,0.058718564,11.37587933,12.29421172,6.886092322,-42.48092,1.086,0.002539151,0.4,0.7037,42.92362708,9.76162959,0
289,-0.019859965,11.55667437,12.2504818,7.052669145,-64.28904,0.786,0.003183475,0.4,0.63204,70.23046735,9.467780224,0
290,-0.018959054,11.35558136,12.21909252,6.834743629,-97.21034,0.71,0.003002656,0.4,0.56892,14.72129729,9.351680199,0
291,-0.004369548,11.45897601,12.24642253,6.920256808,-53.35068,0.728,0.003533154,0.8,0.49988,40.13640937,9.297243493,0
292,-0.00487879,11.39290242,12.2364612,6.859688353,-45.06172,0.486,0.004186037,0.4,0.54348,27.11489462,8.978065255,0
293,0.027600689,11.64464647,12.11941393,7.135567913,-32.03024,0.614,0.00378877,0.6,0.59852,82.71136037,9.235062252,0
294,0.029440742,11.26900506,12.07680074,6.789163166,-54.09634,0.724,0.00371145,0.6,0.50686,62.3593854,9.388831268,0
295,-0.033883046,11.04154489,11.90805063,6.538559417,-71.8215,0.48,0.004044528,0.5,0.521675,20.596269,8.781431084,0
296,-0.086353513,11.34604409,12.14613154,6.763064711,-58.12024,0.54,0.005751557,0.6,0.5524,15.34222392,8.92739639,0
297,-0.06873013,11.83177185,12.15043308,7.171149782,-34.14806,0.562,0.00412662,0.4,0.5096,28.68111693,8.901167688,0
298,-0.027749665,11.61724043,12.19522907,6.924700888,-84.00802,0.464,0.004419368,0.6,0.51106,39.09488397,8.723265454,1
299,-0.051737062,11.6277352,12.31482839,6.88444571,-53.63856,0.456,0.004714056,0.4,0.56976,37.00749074,8.603651582,0
300,0.010719009,11.53838851,12.316258,6.798620985,-14.31384,0.348,0.00504398,0.4,0.570316667,64.75531841,8.332021978,0
301,0.017988111,11.65487631,12.28685969,6.937508237,-39.54906,0.432,0.004336182,0.4,0.5667,85.85548621,8.555128463,0
302,-0.008285875,11.61257169,12.32355786,6.889020881,-70.67136,0.518,0.00379137,0.6,0.7007,26.10612919,8.745290851,0
303,-0.007308589,11.75734507,12.38667606,7.016537932,-57.72088,0.668,0.004006422,0.8,0.6896,43.3992495,8.941134557,0
304,0.028272375,11.71941917,12.37247229,7.011953119,-34.0899,0.434,0.005650524,0.6,0.79782,11.77376481,8.54751675,0
305,0.012988559,11.93453947,12.34489502,7.242690621,-36.65394,0.54,0.004403378,1,0.78892,100,8.850220931,0
306,0.036161857,11.511965,12.36349938,6.857671779,-36.5175,0.616,0.003051006,0.6,0.8076,47.03267001,9.087322659,0
307,-0.005483818,11.58131282,12.37941652,6.919881459,-27.99922,0.456,0.003692569,0.6,0.8005,48.02170402,8.783745596,0
308,0.015777392,11.33063591,12.19472854,6.683911483,-14.65735,0.49,0.003493041,0.25,0.82795,61.86565827,8.591738354,0
309,0.004865888,11.84054434,12.37526675,7.203264142,-21.31318,0.512,0.003689788,0.6,0.80204,81.62287474,8.806811887,0
310,-0.024836264,11.50964007,12.35217531,6.846039437,-45.61738,0.428,0.004462819,0.4,0.77352,22.97252516,8.630564733,0
311,-0.006980742,11.32522145,12.35309081,6.652979152,-35.76704,0.26,0.006104437,0.2,0.71788,66.0059291,8.199497173,0
312,0.012127675,11.13498311,12.14276004,6.476125851,-24.51885,0.3775,0.004396684,0.5,0.6716,41.13792832,8.335052418,0
313,-0.0381183,11.42151168,12.32871939,6.724721469,-27.68174,0.318,0.006124365,0.6,0.66594,16.97792305,8.308083207,0
314,0.001743405,11.60243705,12.27018764,6.906244138,-23.85754,0.266,0.00590137,0.4,0.7099,62.26569387,8.194383989,0
315,-0.007757175,11.20445548,12.23589355,6.501935108,-36.78288,0.238,0.00581326,0.4,0.71296,41.3948809,8.071274771,0
316,0.031646402,11.33436084,12.26244353,6.658075229,-22.6483,0.408,0.004255847,0.8,0.75196,79.02661117,8.665651127,0
317,0.008636933,10.62948907,11.71613566,5.965967236,-18.14276667,0.3,0.004520663,0,0.737975,0,7.964054879,0
318,-0.034256446,11.61569864,12.15864555,6.925958589,-43.86498,0.338,0.004463603,0.6,0.70842,26.85113277,8.497667806,0
319,-0.00043304,11.2722542,12.17048692,6.575842632,-61.92504,0.316,0.004491299,0.4,0.6974,41.57226665,8.442320927,0
320,0.016751116,11.1092787,12.22244784,6.426019092,-44.25134,0.348,0.004411559,1,0.58992,100,8.5774714,0
321,0.024782015,11.2096017,12.26688078,6.550408681,-29.4234,0.48,0.004555441,0.6,0.56666,62.98878585,8.84300596,0
322,0.019439636,11.57452843,12.25463898,6.938129283,-23.32428,0.558,0.004708552,0.6,0.60824,90.16069893,8.982189304,0
323,-0.009628941,11.08614989,12.2705346,6.442524243,-36.98924,0.354,0.005837854,0.2,0.6083,47.46920131,8.59995773,0
324,-0.003735007,11.23403133,12.33888003,6.584653261,-32.59662,0.408,0.00605331,0.6,0.58794,31.51560925,8.738371613,0
325,-0.008054477,11.04907884,12.35444093,6.390291001,-22.63364,0.298,0.00838744,0.8,0.60352,20.68995264,8.36768107,0
326,0.022627883,11.16816498,12.35490636,6.530731845,-9.33992,0.386,0.007943874,0.6,0.59468,76.08830994,8.632430768,0
327,0.034679111,11.58806077,12.36771094,6.9902565,-17.32428,0.652,0.005602398,0.4,0.62472,83.79014821,9.170809211,0
328,-0.017292259,11.10742036,12.36014904,6.492027691,-24.95002,0.368,0.007386213,0.2,0.67306,24.23421255,8.587670294,0
329,-0.003399753,11.10402446,12.38180169,6.484299301,-23.89062,0.32,0.00863683,0.8,0.68588,24.06865567,8.470200112,0
330,0.009201145,11.24015828,12.37936607,6.628147191,-12.98628,0.346,0.007968829,0.4,0.69556,63.500964,8.517655085,0
331,-0.029502565,11.09376703,11.8008675,6.456361409,-31.2224,0.346666667,0.0084264,0,0.704425,0,7.976255379,0
332,0.00389394,10.94831221,12.22359817,6.311934426,-35.5503,0.24,0.010007883,0.6,0.642,64.65862069,8.178358166,0
333,-0.002314716,10.86610828,12.26434155,6.226754037,-10.1602,0.218,0.010436558,0.6,0.63686,30.45797597,8.046305972,0
334,0.020071338,10.94043718,12.27978768,6.318012703,-8.58594,0.318,0.008400117,0.8,0.6159,69.29717715,8.322680828,0
335,0.001310934,11.38877847,12.26041404,6.771385576,-14.83924,0.378,0.007950706,0.6,0.6074,52.56414365,8.473813763,0
336,0.010486084,10.85143198,12.2647047,6.244361057,-22.8508,0.424,0.007632459,0.2,0.6333,85.30450293,8.622270067,0
337,0.000408046,10.87441797,12.2801499,6.267598951,-15.94832,0.37,0.007450865,0.4,0.66902,66.89692641,8.544748045,0
338,0.01102597,11.02057806,12.29987259,6.423052139,-7.1194,0.536,0.006824487,0.8,0.67828,52.88769258,8.80780098,0
339,0.012957871,11.29106859,12.27420315,6.708328254,-14.18008,0.564,0.006947782,0.4,0.74278,60.28291008,8.869859311,0
340,0.013578265,10.93724127,12.23981202,6.364888441,-17.60836,0.616,0.00692653,1,0.71298,100,9.009378968,0
341,0.023798412,11.10805018,12.21755645,6.562839496,-1.62256,0.792,0.007513421,0.6,0.63816,42.81899544,9.270724024,0
342,-0.024249219,11.13677641,12.1994105,6.567811022,-13.95018,0.534,0.009448519,0.4,0.64654,44.40463955,8.858011684,0
343,-0.031249057,11.41013941,12.20072839,6.813927999,-22.6849,0.524,0.008136979,0.2,0.67962,12.74487143,8.808998253,0
344,-0.01843176,10.77482276,12.18611481,6.155112839,-31.97078,0.382,0.008922875,0.2,0.30242,63.45176217,8.461612826,0
345,-0.001860782,10.74787404,12.21244232,6.125951733,-23.82402,0.308,0.009468347,0.4,0.29426,62.27985494,8.293459466,0
346,0.017204193,10.59950561,12.00319117,5.994883695,-13.59865,0.36,0.00808196,0.5,0.4495,73.825785,8.210363637,0
347,-0.005200613,10.89338184,12.26774143,6.28590498,-13.28094,0.344,0.009455578,0.4,0.5291,37.51529128,8.335162792,0
348,0.000541116,11.38667039,12.22141436,6.776187671,-6.50906,0.35,0.01064108,0.6,0.625433333,74.21607701,8.385716829,0
349,0.010669104,10.42682458,11.92675549,5.828798548,-10.049125,0.2725,0.010854165,1,0.7098,100,7.906602479,0
350,-0.001800582,9.014325488,10.55867323,4.415340514,-7.4923,0.22,0.012642997,0,0.74265,0,6.347634363,0
351,0.004161718,10.87005306,12.17536083,6.273650292,-15.3914,0.35,0.008702935,0.8,0.7365,65.26286008,8.412008216,0
352,0.011667064,11.17571696,12.14768583,6.593688163,-20.67346,0.462,0.008655408,0.4,0.71392,64.91736499,8.64535067,0
353,0.014126157,11.31852728,12.32504164,6.746576627,-19.14952,0.446,0.008696716,0.8,0.659,51.1556727,8.650009328,0
354,-0.010532042,11.31255806,12.39642851,6.733925564,-21.24596,0.366,0.008871623,0.4,0.66396,23.94248222,8.488822523,0
355,-0.001099107,11.3407364,12.42134933,6.757130044,-21.72144,0.322,0.009642433,0.6,0.68686,40.02557706,8.41414112,0
356,0.006925203,11.69219236,12.42270706,7.118081032,-18.30934,0.37,0.009187488,0.6,0.60844,49.71107823,8.603238769,0
357,-0.001337,11.4027199,12.44760213,6.823971415,-25.2775,0.408,0.008694807,0.8,0.45154,47.96643614,8.697395838,0
358,0.003855001,11.38799696,12.47943772,6.81604561,-9.64892,0.408,0.008728105,0.2,0.42395,59.34994311,8.629843075,0
359,0.016022293,10.88939763,11.9455387,6.330807659,-4.5345,0.57,0.007852359,1,0.409766667,100,8.412998662,0
360,-0.002748551,11.37629212,12.45142377,6.816779691,-8.95532,0.612,0.008218561,0.4,0.41776,34.98258914,9.001014663,0
361,-0.013262153,11.69025961,12.39972971,7.118348402,-11.81906,0.458,0.010041589,0.4,0.41268,43.56696391,8.743389678,0
362,-0.008846628,11.38637536,12.35975036,6.805146529,-19.61788,0.44,0.010990337,0.6,0.40416,19.52111004,8.716152241,0
363,-0.010035101,11.01744812,12.15246088,6.427765958,-19.66035,0.4,0.011417199,0,0.35605,0,8.352179388,0
364,-0.013135795,11.41666784,12.37155742,6.812235077,-15.41404,0.4,0.012733969,0.4,0.44042,61.45840942,8.563517461,0
365,0.016095685,11.52372692,12.2994628,6.934611403,-10.91406,0.358,0.012297817,0.6,0.32226,51.68877193,8.480608042,0
366,0.009819049,11.46651497,12.27788155,6.884752737,-14.57844,0.424,0.012834616,0.6,0.275183333,91.22074459,8.644053129,0
367,0.015438411,10.78779214,11.74134308,6.225033564,-8.443366667,0.386666667,0.012822493,0.666666667,0.266633333,43.51457175,8.086130236,0
368,0.011014719,11.31189804,12.24028082,6.758059661,-4.01122,0.352,0.012108575,0.8,0.20946,60.20061548,8.559110266,0
369,0.003197137,11.56627664,12.19931486,7.019797423,-14.10184,0.328,0.011481184,0.2,-0.05968,32.55398805,8.547790289,0
370,0.005564882,11.39949917,12.17927169,6.855819673,-26.74798,0.39,0.011007621,0.8,-0.0949,79.50742435,8.727943462,0
371,0.024934734,11.28186314,12.21051775,6.763168717,-21.67986,0.398,0.012110852,0.6,0.12624,61.89133411,8.752371237,0
372,-0.005626188,11.27602522,12.21167691,6.752305422,-26.50718,0.384,0.010469475,0.4,0.25392,54.13311213,8.727808997,0
373,0.010904228,11.39211284,12.22098096,6.879067697,-12.1467,0.472,0.010544547,0.6,0.22474,74.20481075,8.849404936,0
374,0.009770489,11.61257169,12.21176143,7.10808046,-8.91334,0.596,0.009836274,0.6,0.21436,48.86765074,9.044027195,0
375,0.001534588,11.23421635,12.20589263,6.733663762,-16.34042,0.516,0.00983248,0.6,0.27418,35.45313088,8.884888586,0
376,0.005996842,11.18833041,12.22085288,6.695625849,-14.4629,0.618,0.008651828,0.4,0.35052,53.66455586,9.055273606,0
377,-0.008407849,11.27670934,12.23043838,6.774589534,-15.42456,0.53,0.009242405,0.4,0.42084,30.33345086,8.89170825,0
378,-8.66E-05,11.43366578,12.20105005,6.929037204,-14.70244,0.42,0.009830063,0.8,0.33786,81.54939107,8.783250628,0
379,0.012885778,11.12890869,12.17279504,6.637847635,-13.11614,0.42,0.010453573,0.8,0.3402,51.89346053,8.760228778,0
380,0.024752302,11.19800922,12.19759178,6.733068503,3.80378,0.594,0.008194858,0.4,0.3276,80.12111034,9.106655119,0
381,0.000479471,11.18013444,12.21009953,6.716279954,-3.11468,0.504,0.008001884,0.4,0.24762,56.1461217,8.946747153,0
382,-0.001000897,11.5199408,12.18253274,7.053896828,1.15252,0.476,0.007792848,0.6,0.26062,48.42509112,8.942777217,0
383,0.000907105,11.22565664,12.20079374,6.761827366,-0.52844,0.43,0.008644063,0.4,0.2425,67.88148596,8.862065761,0
384,-0.003936746,11.00595905,12.20325869,6.538024043,-0.7226,0.362,0.009766025,0.8,0.24515,19.00139541,8.662190103,0
385,0.021621513,11.13782466,12.23657275,6.690432255,4.85732,0.424,0.008618231,1,0.27944,100,8.870011107,0
386,0.002699471,11.3880876,12.19916887,6.945561531,-8.59582,0.382,0.010309379,0.2,0.30822,83.12811166,8.718781284,0
387,0.013409269,11.04573388,12.21277513,6.613518438,-6.49704,0.41,0.010642307,1,0.34434,100,8.780721394,0
388,0.002897532,11.26662843,12.27085801,6.839337242,-19.0188,0.514,0.009923371,0.2,0.38924,6.43655339,9.003300212,0
389,0.019499419,11.27910007,12.27026736,6.867495626,-2.23056,0.544,0.009418686,0.8,0.38762,83.40403664,9.118192188,0
390,0.011130059,11.50463116,12.26297742,7.106950341,0.00862,0.578,0.009167894,0.6,0.33518,43.70045019,9.219569651,0
391,0.01379826,11.51428454,12.25160991,7.132018204,3.2997,0.642,0.010029111,0.8,0.2787,17.8138767,9.323346684,0
392,-0.036821541,11.52071505,12.24307455,7.104029049,-20.79194,0.454,0.011844801,0.2,0.18522,17.35292576,8.943935656,0
393,-0.00544857,11.48867376,12.22575762,7.063681524,-19.69694,0.43,0.011706875,0.6,0.1205,41.76693969,8.885576524,0
394,0.00886251,11.69016748,12.19467291,7.273550506,-2.84322,0.336,0.012924802,0.4,-0.03902,55.05008596,8.733205778,0
395,0.003996297,11.3335715,12.18222043,6.920167922,7.0885,0.324,0.013419278,0.6,-0.05764,77.19150335,8.694135305,0
396,-0.001475679,11.32174075,12.19456165,6.910002752,8.61554,0.388,0.012000216,0.6,-0.05332,31.36283304,8.802484909,0
397,0.02243321,11.07924605,11.95313977,6.685873431,10.810975,0.5575,0.009809447,1,0.18875,100,8.914436594,0
398,0.01795101,11.29938565,12.20533738,6.923096991,4.58846,0.542,0.010351913,0.8,0.38518,90.85321148,9.139104272,0
399,0.014927907,11.71700036,12.229291,7.358875483,7.6319,0.72,0.009873358,0.8,0.4213,63.07050465,9.418700789,0
400,0.027900185,11.42969602,12.22389292,7.096944863,14.94508,0.752,0.009905996,0.8,0.4464,54.8848496,9.43283011,0
401,-0.025754954,11.59574892,12.2654777,7.242218356,4.29016,0.63,0.010125492,0.4,0.41884,30.37164318,9.275780674,1
402,-0.057179882,11.86082502,12.28436151,7.451427498,-28.28582,0.734,0.01000343,0.2,0.545666667,2.618269977,9.396088551,1
403,-0.03258562,11.20088239,11.70304983,6.753169505,-23.36613333,0.386666667,0.014555084,1,0.5778,100,8.262164158,1
404,0.032719375,10.54854682,11.22640272,6.132312856,-24.41105,0.395,0.015553547,1,0.5826,100,7.888071901,1
405,0.00048038,11.55573588,12.2016328,7.143127751,-13.8776,0.444,0.011579284,0.4,0.57166,46.14467154,8.959473558,1
406,0.001830261,11.61255358,12.22305758,7.199409452,-14.71612,0.414,0.01184682,0.8,0.56392,50.55193076,8.853379673,1
407,0.00739566,11.70794934,12.19290128,7.306564955,-12.0899,0.404,0.010920886,0.4,0.63976,39.89293891,8.870785188,1
408,-0.022864944,11.61614068,12.23634479,7.187626929,-42.93734,0.404,0.011247311,0.4,0.56326,15.59534781,8.876353245,1
409,-0.03015355,11.63750314,12.27767677,7.176208659,-19.32498,0.418,0.01027863,0.6,0.55392,38.33900339,8.95892851,1
410,-0.004101829,11.05818082,11.77462027,6.600754462,-17.55366667,0.376666667,0.010032933,0,0.5957,0,8.349954908,1
411,0.010557323,11.58769893,12.26685255,7.136403651,-6.24504,0.35,0.012031443,0.4,0.61322,64.95254588,8.704659823,1
412,-0.032596252,11.89350344,12.25617148,7.412607095,-12.6967,0.38,0.011593085,0.4,0.70908,35.3353125,8.782990019,1
413,0.002640805,11.6500753,12.23746472,7.168402686,-13.61728,0.352,0.012765082,0.6,0.7765,38.89509878,8.750049422,1
414,-0.001897705,11.02971501,11.73841027,6.544918533,-7.681433333,0.316666667,0.014095966,0.666666667,0.824966667,49.53350995,8.13487218,1
415,0.026349005,11.54706599,12.24919439,7.087323048,-0.03488,0.298,0.013930021,0.6,0.8888,75.41475293,8.639577182,1
416,0.006439106,11.6496044,12.22111888,7.197412899,-3.62988,0.274,0.015186032,0.6,0.81732,50.05600458,8.554631548,1
417,-0.012555904,11.47778522,12.231794,7.019153531,-18.70954,0.298,0.01381383,0.2,0.69886,40.97517324,8.562497286,1
418,-0.021017787,11.57162824,12.28588148,7.087665598,-20.28132,0.312,0.014827031,0.4,0.61386,50.34588942,8.64757212,1
419,0.009428548,11.48738199,12.27510418,7.01199817,-18.05486,0.298,0.017515798,0.4,0.6355,63.04631072,8.637167602,1
420,-0.009768449,11.81048608,12.27332467,7.325939159,-19.05472,0.274,0.019012349,0.4,0.5921,48.93915439,8.571243781,1
421,-0.052874682,11.48863277,12.08181243,6.956431151,-43.35745,0.3925,0.017262285,0.5,0.428675,14.75970241,8.540763223,1
422,-0.034726968,11.79969712,12.37357663,7.231163987,-47.7122,0.302,0.019871588,0.2,0.38506,65.3636267,8.553791238,1
423,-0.033440203,11.95016052,12.45827002,7.347911627,-41.79036,0.316,0.018835265,0.4,0.50662,17.48802793,8.590770737,1
424,0.031699235,11.88640443,12.43771201,7.306880331,-18.2349,0.29,0.019767299,0.8,0.69842,43.8724105,8.513815493,1
425,0.001300209,12.05256592,12.4456091,7.475815314,-6.96454,0.272,0.021439481,0.2,0.65806,80.05062162,8.468074373,1
426,0.02618667,11.75685156,12.40193955,7.209902229,-9.21614,0.396,0.019189772,0.4,0.72982,68.77653795,8.7328786,1
427,-0.036190601,11.91501823,12.44473909,7.339122025,-19.75324,0.306,0.023230344,0.2,0.8231,4.711237033,8.512138438,1
428,-0.02139005,11.97100832,12.45496581,7.364578679,-10.55974,0.304,0.023603874,0.6,1.07192,56.28253358,8.497859494,1
429,-0.013195427,12.11926125,12.4769887,7.50491455,-14.83624,0.258,0.026304678,0,1.11258,0,8.343111196,1
430,-0.001408126,11.97264515,12.50043858,7.351652328,-16.60272,0.24,0.029512453,0.8,1.03576,60.47421888,8.320810843,1
